"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x46048042","x1217834222230155264",2020-01-16 15:41:19,"ClimateChangeUS","“These temperatures are not just statistics but have names and stories. The planet has a fever and that’s its sympt… https://t.co/FetsLLxRDe","Hootsuite Inc.",,,,,FALSE,FALSE,35,23,,,,,"twitter.com/i/web/status/1…","https://t.co/FetsLLxRDe","https://twitter.com/i/web/status/1217834222230155264",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1217834222230155264","ClimateChangeUS","San Francisco, CA, USA","Climate change science: breaking news, trends and impacts. A project of Resource Media (http://t.co/acbWutH68H).","http://t.co/Y6BUtpcCxK",FALSE,18191,850,745,2781,7,2009-06-10 05:45:43,FALSE,"http://t.co/Y6BUtpcCxK","http://www.facebook.com/climatechangenews",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/317226420/iStock_000006904435Small_normal.jpg"
"x27610987","x1367417484534546435",2021-03-04 10:11:48,"CBI_CC","The CBI's Director of Infrastructure and Energy @ThacksTom delivers his verdict on yesterday's Budget announcements… https://t.co/YcNlqI56N6","Twitter Web App",,,,,FALSE,FALSE,1,0,,,,,"twitter.com/i/web/status/1…","https://t.co/YcNlqI56N6","https://twitter.com/i/web/status/1367417484534546435",,,,,,,,,"x479861891","ThacksTom","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1367417484534546435","CBI climate change","London","The CBI's energy and climate change team tweeting about our work and interesting things we find around the web - retweets do not mean endorsements!","https://t.co/GOQ2W6lbjp",FALSE,13309,536,363,2661,289,2009-03-30 09:39:49,FALSE,"https://t.co/GOQ2W6lbjp","https://www.cbi.org.uk/events/conference-series-achieving-net-zero/",,"https://pbs.twimg.com/profile_banners/27610987/1597935415","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/885253022196129792/Nqz-fupb_normal.jpg"
"x5360012","x1369057132562116614",2021-03-08 22:47:10,"greenpeaceusa","Kern County = home to 75% of all oil &amp; gas production in CA. Officials voting Monday to increase drilling &amp; the tox… https://t.co/132V2GJ9YP","Twitter Web App",,,,,FALSE,TRUE,0,94,,,,,,,,,,,,,,,,"x139530754","melissat22","en",,,,,,,,,,,,,,,,"x1368275751791910916","Kern County = home to 75% of all oil &amp; gas production in CA. Officials voting Monday to increase drilling &amp; the tox… https://t.co/132V2GJ9YP",2021-03-06 19:02:15,"Twitter Web App",136,94,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369057132562116614","Greenpeace USA","Washington, DC","Fighting for a greener, healthier world, no matter what forces stand in our way.","https://t.co/DziRk40Uhf",FALSE,210505,12302,4839,42824,17588,2007-04-20 21:44:35,TRUE,"https://t.co/DziRk40Uhf","https://www.greenpeace.org/usa",,"https://pbs.twimg.com/profile_banners/5360012/1611776985","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1318600437398949888/DWz1Xbl-_normal.jpg"
"x202313343","x1369271960539181056",2021-03-09 13:00:49,"WRIClimate","TOMORROW: @WRIClimate &amp; @UNFCCC experts will discuss which countries have strengthened #ClimateAmbition on mitigati… https://t.co/EI8YrXnj4F","Hootsuite Inc.",,,,,FALSE,FALSE,2,4,,,"ClimateAmbition",,"twitter.com/i/web/status/1…","https://t.co/EI8YrXnj4F","https://twitter.com/i/web/status/1369271960539181056",,,,,,,,,"x202313343 x17463923","WRIClimate UNFCCC","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369271960539181056","WRI Climate","International","Advancing transformative climate solutions. Analysis, insight, and research on climate change from WRI Climate at @WorldResources.","https://t.co/DjZ4dZ57w9",FALSE,56751,15226,1462,25027,7068,2010-10-13 19:32:47,FALSE,"https://t.co/DjZ4dZ57w9","http://www.WRI.org/Climate",,"https://pbs.twimg.com/profile_banners/202313343/1398881060","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/461564489213542400/eopH2lCs_normal.png"
"x791812078730223616","x1369278066971836418",2021-03-09 13:25:05,"UNDPClimate","2021 is a make or break year for the energy transition &amp; clean energy access. Tomorrow, 20+ Ministers will join… https://t.co/lpu6BE7I6L","Hootsuite Inc.",,,,,FALSE,FALSE,9,5,,,,,"twitter.com/i/web/status/1…","https://t.co/lpu6BE7I6L","https://twitter.com/i/web/status/1369278066971836418",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369278066971836418","UNDP Climate","","#ForPeopleForPlanet, @UNDP working with countries to turn their climate goals into action <U+0001F30F> <U+0001F333><U+0001F4A1> #ClimatePromise | #ClimateAction","https://t.co/TiWuPSJlZu",FALSE,37102,2035,510,10881,9584,2016-10-28 01:21:25,TRUE,"https://t.co/TiWuPSJlZu","http://www.undp.org",,"https://pbs.twimg.com/profile_banners/791812078730223616/1581998659","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1217083270224990210/OHqSF3VU_normal.jpg"
"x456864723","x1369093574525075457",2021-03-09 01:11:59,"ClimateNexus","Some of the traditional industrial and energy sector unions voice wariness about what the green economy will mean f… https://t.co/CPnZP6NMcD","HubSpot",,,,,FALSE,FALSE,3,2,,,,,"twitter.com/i/web/status/1…","https://t.co/CPnZP6NMcD","https://twitter.com/i/web/status/1369093574525075457",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369093574525075457","Climate Nexus","USA","Changing the conversation on climate change. Our daily update on all things climate: https://t.co/vwuFbhSPWX. IG: https://t.co/HeoBWcQFmF","https://t.co/Y3ibact7bd",FALSE,28733,1705,1132,53158,6188,2012-01-06 19:10:56,TRUE,"https://t.co/Y3ibact7bd","http://climatenexus.org",,"https://pbs.twimg.com/profile_banners/456864723/1472067031","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/1181967018016288768/104dcBES_normal.jpg"
"x76849994","x1369268536686694401",2021-03-09 12:47:13,"CANIntl","Exciting new opportunity as a social media specialist with @PowerShftAfrica 

#jobalert #socialmedia #Hiringnow https://t.co/HWVnit6Ctu","Twitter Web App",,,,,FALSE,FALSE,3,0,,,"jobalert socialmedia Hiringnow",,"twitter.com/PowerShftAfric…","https://t.co/HWVnit6Ctu","https://twitter.com/PowerShftAfrica/status/1369264271104876545",,,,,,,,,"x1201095989249167360","PowerShftAfrica","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369268536686694401","Climate Action Network - International (CAN)","Global","Global network of 1500+ NGOs in more than 130 countries fighting the #ClimateEmergency Updates on UN climate talks, #ECO newsletter, #FossiloftheDay Awards","https://t.co/4aeByeGqSh",FALSE,32553,1365,909,11422,2536,2009-09-24 03:57:13,FALSE,"https://t.co/4aeByeGqSh","http://www.climatenetwork.org/",,"https://pbs.twimg.com/profile_banners/76849994/1584528035","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1314578427798646785/4sUejRkT_normal.jpg"
"x1250316420283379713","x1369238901500440578",2021-03-09 10:49:28,"Farah_mkma","Global Warming is a global warning. 
#ClimateActionNow #ClimateJustice","Twitter Web App",,,,,FALSE,FALSE,6,3,,,"ClimateActionNow ClimateJustice",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369238901500440578","Farah Mahmoud<U+270A><U+0001F3FC><U+0001F30F>","Malaysia","Iraqi & a climate activist 
<U+0001F1EE><U+0001F1F6> <U+0627><U+0644><U+0639><U+062F><U+0627><U+0644><U+0629> <U+0644><U+0644><U+0645><U+0646><U+0627><U+062E><U+0001F33B>
@fff_malaysia @FridaysIraq
<U+0001F48C> farahmkma@gmail.com
fighting for justice in my homeland from coasts afar..",,FALSE,1673,368,27,1011,12417,2020-04-15 06:54:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/1250316420283379713/1613154732",,"http://pbs.twimg.com/profile_images/1367657002311184385/ov8god3-_normal.jpg"
"x1180555549672460289","x1369017948967469061",2021-03-08 20:11:28,"AnnaKernahan","Just in case you missed this on Saturday. @AnnaKernahan @OBrightFuture @UlsterWildlife https://t.co/K0ARaWynue","Twitter for Android",,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x738739292139335680 x1180555549672460289 x4891507173 x1225482504","GrassrootsChNI AnnaKernahan OBrightFuture UlsterWildlife","en",,,,,,,,,,,,,,,,"x1368979036056207365","Just in case you missed this on Saturday. @AnnaKernahan @OBrightFuture @UlsterWildlife https://t.co/K0ARaWynue",2021-03-08 17:36:51,"Twitter Web App",2,1,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369017948967469061","Anna <U+0001F33F>","Béal Feirste","Irish Climate Activist • Writer •
She/THEY • Contact: annakernahanmedia@gmail.com
 • @fridays4future
• Um I have TikTok I guess --» @AnnaKernahanOfficial","https://t.co/RQ3Opawx6p",FALSE,7796,727,93,5448,27572,2019-10-05 18:49:53,FALSE,"https://t.co/RQ3Opawx6p","https://linktr.ee/Anna2507",,"https://pbs.twimg.com/profile_banners/1180555549672460289/1585757608",,"http://pbs.twimg.com/profile_images/1314230033880416256/m85pvyxU_normal.jpg"
"x1134059457191776257","x1369283312846598153",2021-03-09 13:45:56,"vanessa_vash","This Friday @ChathamHouse is holding a conversation on girls’ education, #GenderEquality and #ClimateChange.

Join… https://t.co/1cQvqHvbkM","Twitter for Android",,,,,FALSE,TRUE,0,7,,,"GenderEquality ClimateChange",,,,,,,,,,,,,"x53347655 x38630618 x973500095084802048","UNAUK ChathamHouse RenataDwan","en",,,,,,,,,,,,,,,,"x1369282446219415556","This Friday @ChathamHouse is holding a conversation on girls’ education, #GenderEquality and #ClimateChange.

Join… https://t.co/1cQvqHvbkM",2021-03-09 13:42:29,"Twitter Web App",8,7,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369283312846598153","Vanessa Nakate","Planet Earth <U+0001F30D> ","founder @TheRiseUpMovem1
@1MillionActivi1 
Educate girls for Climate. vanessanakatepress@gmail.com
https://t.co/ouXCFfdJej","https://t.co/LLtuCVnOLC",FALSE,206994,839,689,13469,20271,2019-05-30 11:30:19,TRUE,"https://t.co/LLtuCVnOLC","https://www.1millionactiviststories.org/",,"https://pbs.twimg.com/profile_banners/1134059457191776257/1613757215",,"http://pbs.twimg.com/profile_images/1264475761190330368/FPgDxKwa_normal.jpg"
"x1096766566279073792","x1369285322782240773",2021-03-09 13:53:55,"parents4future","Es. Ist. Ein. Skandal. https://t.co/OvPDfY1Ym1","Twitter for Android",,,,,FALSE,TRUE,0,13,,,,,,,,,,,,,,,,"x1273220263417708544","AWIs4Future","de",,,,,,,,,,,,,,,,"x1369189109223337984","Es. Ist. Ein. Skandal. https://t.co/OvPDfY1Ym1",2021-03-09 07:31:36,"Twitter Web App",37,13,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369285322782240773","Parents For Future #AlleFür1Komma5","Deutschland","Aktivist*innen - Eltern, Freunde und engagierte Menschen stellen sich neben #FridaysForFuture & deren Forderungen. Auf die Straße! #SystemChangeNotClimateChange","https://t.co/9FumrRNNQe",FALSE,35139,34519,304,125801,176240,2019-02-16 13:41:41,TRUE,"https://t.co/9FumrRNNQe","https://linktr.ee/parents4future",,"https://pbs.twimg.com/profile_banners/1096766566279073792/1614928170","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1367737571527303170/IYIpyWvu_normal.jpg"
"x1071817859414806528","x1368813722995585024",2021-03-08 06:39:57,"AlexandriaV2005","The average carbon footprint of a family in a developed nation is 15 tons.
The royal family? 8,393 tons. The monarc… https://t.co/byCLngoMLj","Twitter Web App",,,,,FALSE,FALSE,704,160,,,,,"twitter.com/i/web/status/1…","https://t.co/byCLngoMLj","https://twitter.com/i/web/status/1368813722995585024",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368813722995585024","Alexandria Villaseñor","Manhattan, NY","15 yo Climate Justice Activist & Author @allwecansave. Plant Mom. Founder @Earth_Uprising. Latina. She/her. Petitioner 4 https://t.co/Oa2pwdGlA1","https://t.co/35JfBPkmq3",FALSE,56335,2315,605,4233,2750,2018-12-09 17:24:25,TRUE,"https://t.co/35JfBPkmq3","https://www.earthuprising.org/",,"https://pbs.twimg.com/profile_banners/1071817859414806528/1597273320",,"http://pbs.twimg.com/profile_images/1356680838780383233/rOcTHM4w_normal.jpg"
"x637196658","x1369102860147961859",2021-03-09 01:48:53,"KateAronoff","Entire staff of Nevada Democratic Party quits after democratic socialist slate won every seat… https://t.co/AFcIeWA0bT","Twitter Web App",,,,,FALSE,TRUE,0,196,,,,,"interc.pt/3ccksJ3","https://t.co/XeeINXEp7f","https://interc.pt/3ccksJ3",,,,,,,,,"x2389629666","nausjcaa","en",,,,,,,,,,,,,,,,"x1369095542958088199","Entire staff of Nevada Democratic Party quits after democratic socialist slate won every seat… https://t.co/AFcIeWA0bT",2021-03-09 01:19:48,"Twitter Web App",1243,196,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369102860147961859","Kate Aronoff","Brooklyn, NY","Climate @NewRepublic <U+0001F4DA> Overheated @BoldTypeBooks (4/20/21), A Planet To Win @VersoBooks, We Own The Future @thenewpress. More <U+270F><U+FE0F> @theintercept","https://t.co/944Ayd1B7A",FALSE,77757,1460,1154,28643,14978,2012-07-16 16:59:31,TRUE,"https://t.co/944Ayd1B7A","https://newrepublic.com/authors/kate-aronoff",,"https://pbs.twimg.com/profile_banners/637196658/1613053326","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1260589300929921025/Fc2GivIY_normal.jpg"
"x14266598","x1369256673014071297",2021-03-09 12:00:05,"350","This is NOT the direction we should be going in.
https://t.co/v3ku4omsPv","Falcon Social Media Management ",,,,,FALSE,FALSE,37,13,,,,,"fal.cn/3dSsd","https://t.co/v3ku4omsPv","https://fal.cn/3dSsd",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369256673014071297","350 dot org","Everywhere","We're an international movement of ordinary people working to end the age of fossil fuels and build a world of community-led renewable energy for all.","https://t.co/PvZxwygbQd",FALSE,392725,19745,7400,54339,8332,2008-03-31 14:57:10,TRUE,"https://t.co/PvZxwygbQd","http://350.org",,"https://pbs.twimg.com/profile_banners/14266598/1448858680","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1275185540325756929/UB8fIMLf_normal.jpg"
"x16029780","x1369060414387085314",2021-03-08 23:00:13,"World_Wildlife","Meet some of the women who are paving the way forward for a waste-free future. #InternationalWomensDay https://t.co/wuv2wzHSpr","Sprout Social",,,,,FALSE,FALSE,97,19,,,"InternationalWomensDay",,"worldwildlife.org/stories/women-…","https://t.co/wuv2wzHSpr","https://www.worldwildlife.org/stories/women-leading-the-plastic-revolution?utm_campaign=oceans&utm_content=link&utm_medium=social&utm_source=twitter",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369060414387085314","World Wildlife Fund","Washington, DC","Without our love, the natural world as we know it can–and will–disappear. So, it’s our choice: Love it or lose it. WWF-US","https://t.co/GuSyO3rhNE",FALSE,1480169,712,8630,13408,244,2008-08-28 17:25:58,TRUE,"https://t.co/GuSyO3rhNE","http://wwf.to/3p6UJ9D",,"https://pbs.twimg.com/profile_banners/16029780/1612791079","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1367456872475877382/OoQ5RKM8_normal.jpg"
"x14634720","x1369057094696112128",2021-03-08 22:47:01,"Treehugger","Writer Katherine Martinko's beloved bottoms have stood up for nearly a decade. Now they must retire.… https://t.co/y1wxbG21kd","Sprout Social",,,,,FALSE,FALSE,6,1,,,,,"twitter.com/i/web/status/1…","https://t.co/y1wxbG21kd","https://twitter.com/i/web/status/1369057094696112128",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369057094696112128","Treehugger.com","New York, USA","Sustainability for all.","http://t.co/0E8Lz1351K",FALSE,354193,7714,13170,55243,11658,2008-05-03 04:09:04,TRUE,"http://t.co/0E8Lz1351K","http://www.treehugger.com",,"https://pbs.twimg.com/profile_banners/14634720/1551462486","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/1273254015132983297/xf2zjJAz_normal.jpg"
"x818901419201798145","x870380584081776640",2017-06-01 20:44:36,"voice4theplanet","""Buy less, buy just what we need, buy things we can mend"" - Jeremy Irons on tackling waste, plastics &amp; growing up f… https://t.co/PfXs57j1Mk","Twitter for Android",,,,,FALSE,TRUE,0,19,,,,,,,,,,,,,,,,"x379648306","mrjonkhoo","en",,,,,,,,,,,,,,,,"x870007091758383104","""Buy less, buy just what we need, buy things we can mend"" - Jeremy Irons on tackling waste, plastics &amp; growing up f… https://t.co/PfXs57j1Mk",2017-05-31 20:00:29,"Twitter for iPhone",50,19,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/870380584081776640","Johanna Nilsson","Luleå, Sverige","Marine biologist. Climate fighter. Voice4theplanet. Blogger. Sami. Mother. Friend. Neighbour.",,FALSE,228,473,10,340,377,2017-01-10 19:24:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/818901419201798145/1484087595","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/818943335289225216/e81zBiAe_normal.jpg"
"x1136758703380619264","x1369100187990302720",2021-03-09 01:38:16,"fp_coalition","@astrostarbright @RobertDowneyJr <U+2728><U+0001F4AB><U+2728>thank YOU for all you do!<U+2728><U+0001F4AB><U+2728>","Twitter for iPad",,"x1369086428479684611","x2393038355","astrostarbright",FALSE,FALSE,13,1,,,,,,,,,,,,,,,,"x2393038355 x47786101","astrostarbright RobertDowneyJr","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369100187990302720","FootPrint Coalition","","FootPrint Coalition is a media and investment group that combines high impact media with early stage & opportunistic growth stage investments.<U+0001F9B6><U+0001F30E><U+0001F331>","https://t.co/bCBJEUOB60",FALSE,3411,10,21,57,64,2019-06-06 22:16:09,FALSE,"https://t.co/bCBJEUOB60","https://www.footprintcoalition.com/act",,"https://pbs.twimg.com/profile_banners/1136758703380619264/1613638311",,"http://pbs.twimg.com/profile_images/1361601347242455042/ddPjb8KW_normal.jpg"
"x20663500","x1368839750954651648",2021-03-08 08:23:23,"Shell","The world of trading has historically been dominated by men. But things are changing. 

On International Women's Da… https://t.co/166Pz9HdTH","Sprinklr",,,,,FALSE,FALSE,65,23,,,,,"twitter.com/i/web/status/1…","https://t.co/166Pz9HdTH","https://twitter.com/i/web/status/1368839750954651648",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368839750954651648","Shell","","The official Twitter handle of Royal Dutch Shell.","https://t.co/7StMnbjjvn",FALSE,553816,315,3488,5238,2624,2009-02-12 09:09:53,TRUE,"https://t.co/7StMnbjjvn","http://www.shell.com",,"https://pbs.twimg.com/profile_banners/20663500/1613027502","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/934717921816993793/H1vB6P7o_normal.jpg"
"x36665547","x1368963806601297928",2021-03-08 16:36:20,"exxonmobil","We’re working alongside the @CherieBlairFndn to help move the needle on women’s economic empowerment. Learn more ab… https://t.co/YNSrmdca6b","Twitter Web App",,,,,FALSE,FALSE,60,18,,,,,"twitter.com/i/web/status/1…","https://t.co/YNSrmdca6b","https://twitter.com/i/web/status/1368963806601297928",,,,,,,,,"x204711280","CherieBlairFndn","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1368963806601297928","ExxonMobil","","The official Twitter page of Exxon Mobil Corporation. Continue the conversation at https://t.co/Kjb8fyf88V. Direct all inquiries to http://t.co/INDDcFZK8u.","http://t.co/jdIQKZpPvi",FALSE,326106,278,2542,7091,364,2009-04-30 13:49:24,TRUE,"http://t.co/jdIQKZpPvi","http://www.exxonmobil.com",,"https://pbs.twimg.com/profile_banners/36665547/1614122702","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/902558084064616448/YTOCYYnn_normal.jpg"
"x84679163","x1369265472001220617",2021-03-09 12:35:02,"IEA","Sign-up for our newsletter to receive exclusive commentaries, links to our latest news and analysis, and a sneak pe… https://t.co/r4janTyFjv","Buffer",,,,,FALSE,FALSE,7,3,,,,,"twitter.com/i/web/status/1…","https://t.co/r4janTyFjv","https://twitter.com/i/web/status/1369265472001220617",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369265472001220617","International Energy Agency","Paris, France","Shaping a secure & sustainable energy future. We provide data, analysis & ambitious real-world solutions on all fuels & technologies.

Exec Director: @fbirol","https://t.co/aokzhgsjse",FALSE,197182,774,4467,24969,1488,2009-10-23 20:20:57,TRUE,"https://t.co/aokzhgsjse","http://www.iea.org",,"https://pbs.twimg.com/profile_banners/84679163/1560507597","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1141257144702050304/csCNtHa8_normal.png"
"x334665191","x1369264240381603845",2021-03-09 12:30:09,"AldersgateGrp","As the UK takes a leadership position at both #COP26 and the #G7 it's key that Government develops a comprehensive… https://t.co/sYKXU7fJBN","Buffer",,,,,FALSE,FALSE,0,1,,,"COP26 G7",,"twitter.com/i/web/status/1…","https://t.co/sYKXU7fJBN","https://twitter.com/i/web/status/1369264240381603845",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369264240381603845","Aldersgate Group","London, UK","An alliance of leaders from business, politics & society driving action for a sustainable economy","http://t.co/jER8e6WuR8",FALSE,5486,1494,183,8108,3826,2011-07-13 13:34:44,FALSE,"http://t.co/jER8e6WuR8","http://www.aldersgategroup.org.uk/",,"https://pbs.twimg.com/profile_banners/334665191/1399545269","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/666287456354832384/lDuVjTtV_normal.png"
"x935168944574431234","x1367775224196980739",2021-03-05 09:53:20,"GermanEnvAgency","The UBA’s motto, 'For our environment' sums up our mission pretty well, we feel. Learn more about Germany's main en… https://t.co/xwrEz0XCyI","Twitter Web App",,,,,FALSE,FALSE,7,4,,,,,"twitter.com/i/web/status/1…","https://t.co/xwrEz0XCyI","https://twitter.com/i/web/status/1367775224196980739",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1367775224196980739","German Environment Agency","Dessau-Roßlau, Deutschland","English twitter channel of the German Environment Agency (UBA) @umweltbundesamt with information about our international activities.","https://t.co/MmMlIWFgKY",FALSE,1470,991,17,530,396,2017-11-27 15:30:25,FALSE,"https://t.co/MmMlIWFgKY","https://www.umweltbundesamt.de/en",,"https://pbs.twimg.com/profile_banners/935168944574431234/1521631178","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/976413368260202496/dxX1RwMM_normal.jpg"
"x22362552","x1369273562171924482",2021-03-09 13:07:11,"EUEnvironment","<U+0001F4FD><U+FE0F>We are live! Tune in, listen, engage &amp; ask your questions which we will forward to our #ecosystem accounting &amp; as… https://t.co/wGVkVl5R6P","Twitter Web App",,,,,FALSE,FALSE,3,4,,,"ecosystem",,"twitter.com/i/web/status/1…","https://t.co/wGVkVl5R6P","https://twitter.com/i/web/status/1369273562171924482",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NA/status/1369273562171924482","EU EnvironmentAgency","Copenhagen, Denmark","Official channel of the European Environment Agency (EEA), an agency of the European Union. We provide sound, independent information on Europe's environment.",,FALSE,88013,1646,2251,8478,1087,2009-03-01 13:35:11,TRUE,,,,"https://pbs.twimg.com/profile_banners/22362552/1607604034","http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/2970662752/24630206f714c56bf335e2e706f7781d_normal.jpeg"
